"'-alt2'","cmd",,,,,,,,,,,,,,,,,,,,""
"'+alt2'","cmd",,,,,,,,,,,,,,,,,,,,""
"anim_3wayblend","1       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,"Toggle the 3-way animation blending code."
"anim_showmainactivity","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,"Show the idle, walk, run, and/or sprint activities."
"anim_showstate","-1      ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,"Show the (client) animation state for the specified entity (-1 for none)."
"anim_showstatelog","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,"1 to output anim_showstate to Msg(). 2 to store in AnimState.log. 3 for both."
"anim_spewdesired","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,""
"askconnect_accept","cmd",,,,,,,,,,,,,,,,,,,,"Accept a redirect request by the server."
"asw_engine_finished_building_map","cmd",,,,,,,,,,,,,,,,,,,,"Notify engine that we've finished building a map"
"async_allow_held_files","1       ",,,,,,,,,,,,,,,,,,,,"Allow AsyncBegin/EndRead()"
"async_mode","0       ",,,,,,,,,,,,,,,,,,,,"Set the async filesystem mode (0 = async, 1 = synchronous)"
"async_resume","cmd",,,,,,,,,,,,,,,,,,,,""
"async_serialize","0       ",,,,,,,,,,,,,,,,,,,,"Force async reads to serialize for profiling"
"async_simulate_delay","0       ",,,,,,,,,,,,,,,,,,,,"Simulate a delay of up to a set msec per file operation"
"async_suspend","cmd",,,,,,,,,,,,,,,,,,,,""
"'+attack'","cmd",,,,,,,,,,,,,,,,,,,,""
"'-attack'","cmd",,,,,,,,,,,,,,,,,,,,""
"'-attack2'","cmd",,,,,,,,,,,,,,,,,,,,""
"'+attack2'","cmd",,,,,,,,,,,,,,,,,,,,""
"audit_save_in_memory","cmd",,,,,,,,,,,,,,,,,,,,"Audit the memory usage and files in the save-to-memory system"
"autoaim_max_deflect","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,""
"autoaim_max_dist","2160    ",,,"GAMEDLL",,,,,,,,,,,,,,,,,""
"autosave","cmd",,,,,,,,,,,,,,,,,,,,"Autosave"
"autosavedangerous","cmd",,,,,,,,,,,,,,,,,,,,"AutoSaveDangerous"
"autosavedangerousissafe","cmd",,,,,,,,,,,,,,,,,,,,""
"'-back'","cmd",,,,,,,,,,,,,,,,,,,,""
"'+back'","cmd",,,,,,,,,,,,,,,,,,,,""
"banid","cmd",,,,,,,,,,,,,,,,,,,,"Add a user ID to the ban list."
"banip","cmd",,,,,,,,,,,,,,,,,,,,"Add an IP address to the ban list."
"bench_end","cmd",,,,,,,,,,,,,,,,,,,,"Ends gathering of info."
"bench_start","cmd",,,,,,,,,,,,,,,,,,,,"Starts gathering of info. Arguments: filename to write results into"
"bench_upload","cmd",,,,,,,,,,,,,,,,,,,,"Uploads most recent benchmark stats to the Valve servers."
"benchframe","cmd",,,,,,,,,,,,,,,,,,,,"Takes a snapshot of a particular frame in a time demo."
"bind","cmd",,,,,,,,,,,,,,,,,,,,"Bind a key."
"bind_osx","cmd",,,,,,,,,,,,,,,,,,,,"Bind a key for OSX only."
"BindToggle","cmd",,,,,,,,,,,,,,,,,,,,"Performs a bind <key> 'increment var <cvar> 0 1 1'"
"bink_preload_videopanel_movies","1       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,"Preload Bink movies used by VideoPanel."
"blackbox","1       ",,,,,,,,,,,,,,,,,,,,""
"blackbox_dump","cmd",,,,,,,,,,,,,,,,,,,,"Dump the contents of the blackbox"
"blackbox_record","cmd",,,,,,,,,,,,,,,,,,,,"Record an entry into the blackbox"
"BlendBonesMode","2       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,""
"blink_duration","0       ",,,,,,,,,,,,,,,,"CLIENTDLL",,,,"How many seconds an eye blink will last."
"bot_aim_aimtracking_base","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How often we should sample our target's position and velocity to update our aim tracking, to allow realistic slop in tracking"
"bot_aim_aimtracking_frac_easy","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the head aim tracking interval if difficulty is easy"
"bot_aim_aimtracking_frac_hard","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the head aim tracking interval if difficulty is hard"
"bot_aim_aimtracking_frac_impossible","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the head aim tracking interval if difficulty is impossible"
"bot_aim_aimtracking_frac_sprinting_target","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the head aim tracking interval if target is sprinting"
"bot_aim_angularvelocity_base","920     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How fast do the bots turn their heads ( deg/second )"
"bot_aim_angularvelocity_base_ooc","800     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How fast do the bots turn their heads WHEN OUT OF COMBAT( deg/second )"
"bot_aim_angularvelocity_frac_easy","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the angular velocity if difficulty is easy"
"bot_aim_angularvelocity_frac_hard","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the angular velocity if difficulty is hard"
"bot_aim_angularvelocity_frac_impossible","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the angular velocity if difficulty is impossible"
"bot_aim_angularvelocity_frac_sprinting_target","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the angular velocity if target is sprinting"
"bot_aim_attack_aimtolerance_frac_easy","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"The easy frac for aim tolerance for the bots"
"bot_aim_attack_aimtolerance_frac_hard","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"The hard frac for aim tolerance for the bots"
"bot_aim_attack_aimtolerance_frac_impossible","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"The impossible frac for aim tolerance for the bots"
"bot_aim_attack_aimtolerance_frac_normal","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"The normal frac for aim tolerance for the bots"
"bot_aimtracking_frac_survival_end","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at end (level 30) of Survival"
"bot_aimtracking_frac_survival_start","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at start of Survival"
"bot_attack_aimpenalty_amt_close","50      ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How much should we offset our aim after just spotting enemy nearby"
"bot_attack_aimpenalty_amt_far","120     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How much should we offset our aim after just spotting enemy a long way away"
"bot_attack_aimpenalty_amt_frac_dark","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac to multiply against the aim penalty amount when target is in darkness"
"bot_attack_aimpenalty_amt_frac_easy","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Multiply amt by this much for easy difficulty"
"bot_attack_aimpenalty_amt_frac_hard","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Multiply amt by this much for hard difficulty"
"bot_attack_aimpenalty_amt_frac_impossible","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Multiply amt by this much for impossible difficulty"
"bot_attack_aimpenalty_amt_frac_light","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac to multiply against the aim penalty amount when target is in lightness"
"bot_attack_aimpenalty_time_close","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How long before we stop penalizing aim position nearby?"
"bot_attack_aimpenalty_time_far","9       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How long before we stop penalizing aim position a long way away?"
"bot_attack_aimpenalty_time_frac_dark","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac to multiply against the aim penalty time when target is in darkness"
"bot_attack_aimpenalty_time_frac_light","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac to multiply against the aim penalty time when target is in lightness"
"bot_attack_aimtolerance_newthreat_amt","3       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How much should we artificially bloat aimtolerance boxes for enemies we just spotted?"
"bot_attack_aimtolerance_newthreat_amt_solo","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How much should we artificially bloat aimtolerance boxes for enemies we just spotted? (solo)"
"bot_attack_aimtolerance_newthreat_time","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How long before we stop artificially bloating aimtolerance box?"
"bot_attack_aimtolerance_newthreat_time_solo","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How long before we stop artificially bloating aimtolerance box? (solo)"
"bot_attack_burst_maxtime","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The maximum amount of time the bot pulls the trigger for automatic weapons"
"bot_attack_burst_maxtime_solo","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The maximum amount of time the bot pulls the trigger for automatic weapons (solo)"
"bot_attack_burst_mintime","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The minimum amount of time the bot pulls the trigger for automatic weapons"
"bot_attack_burst_mintime_solo","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The minimum amount of time the bot pulls the trigger for automatic weapons (solo)"
"bot_attack_retarget_maxtime","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The maximum amount of time until the bot retargets"
"bot_attack_retarget_mintime","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The minimum amount of time until the bot retargets"
"bot_attackdelay_base","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Attack delay base value in seconds"
"bot_attackdelay_frac_desiredrange","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if distance is greater than hipfire range"
"bot_attackdelay_frac_difficulty_easy","2       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if in easy difficulty"
"bot_attackdelay_frac_difficulty_hard","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if in hard difficulty"
"bot_attackdelay_frac_difficulty_impossible","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if in impossible difficulty"
"bot_attackdelay_frac_hipfirerange","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if within hipfire range"
"bot_attackdelay_frac_maxrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if distance is greater than desired range"
"bot_attackdelay_frac_outofrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if distance is greater than max range"
"bot_attackdelay_frac_outsidefov","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied if the bot is not looking at the player"
"bot_attackdelay_frac_survival_end","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at end (level 20) of Survival"
"bot_attackdelay_frac_survival_start","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at start of Survival"
"bot_damage","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Float representing the damage bots give off."
"bot_fov_frac_survival_end","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at end (level 30) of Survival"
"bot_fov_frac_survival_start","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at start of Survival"
"bot_grenade_think_time","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,""
"bot_hearing_flashbang_effect_max_distance","750     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Max range that a flashbang will effect the bots"
"bot_hearing_flashbang_effect_max_time","10      ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Max time that a flashbang will effect the bots"
"bot_hearing_grenade_hearing_range","3000    ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"How far away can a bot hear a grenade explosion"
"bot_hearing_silenced_weapon_sound_reduction","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"By what percentage do silenced weapons reduce the hearing range"
"bot_investigate_sneak_lightvalue","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"The light value the bot must be in order to activate sneak"
"bot_loco_hurry_sprinthold_max","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Maximum tme to hold the sprint when ShouldHurry returns true"
"bot_loco_hurry_sprinthold_min","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Minimum tme to hold the sprint when ShouldHurry returns true"
"bot_loco_path_max_retreat_length","420     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Maximum distance a bot will run a retreat path"
"bot_loco_path_minlookahead","120     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Minimum look-ahead distance for bot pathing"
"bot_loco_pronehold_max","8       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Maximum tme to hold the prone button"
"bot_loco_pronehold_min","3       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Minimum tme to hold the prone button"
"bot_loco_slowdown_walkhold_max","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Maximum tme to hold the walk button when within slowdown distance"
"bot_loco_slowdown_walkhold_min","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Minimum tme to hold the walk button when within slowdown distance"
"bot_mimic","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,"Bot uses usercmd of player by index."
"bot_range_frac_desiredrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied to the desired range of bots"
"bot_range_frac_hipfirerange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied to the hipfire range of bots"
"bot_range_frac_maxrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied to the max range of bots"
"bot_recognizetime_frac_survival_end","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at end (level 30) of Survival"
"bot_recognizetime_frac_survival_start","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"Frac applied at start of Survival"
"bot_recoil_multiplier","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,"Multiplier applied to recoil if the shooter is a bot"
"bot_rpg_spawn_attackdelay","15      ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Bots won't shoot RPGs if within 8 seconds if players spawning"
"bot_silhouette_discover_timer","3       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Time in seconds that a silhouette remains visible after it's discovered"
"bot_silhouette_light_threshold_low","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Light data with a lower float value than this number will be considered low lighting"
"bot_silhouette_light_threshold_medium","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Light data with a lower float value than this number will be considered medium lighting"
"bot_silhouette_range_close","1200    ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Silhouette has to be closer than this distance to qualify as close"
"bot_silhouette_range_far","3000    ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Silhouette has to be further than this distance to qualify as far"
"bot_silhouette_range_movement","4000    ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Movement makes silhouette easier to read within this range"
"bot_silhouette_readtime_clear","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Time it takes to shoot at a clear silhouette"
"bot_silhouette_readtime_dark","7       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Time it takes to shoot at a dark silhouette"
"bot_silhouette_readtime_fuzzy","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Time it takes to shoot at a fuzzy silhouette"
"bot_silhouette_scan_frequency","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Time in seconds between each silhouette scan if a silhouette is not visible"
"bot_targeting_noise_x_base","60      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise X value"
"bot_targeting_noise_x_base_solo","15      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise X value (solo)"
"bot_targeting_noise_x_frac_desiredrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to X value on desired range"
"bot_targeting_noise_x_frac_hipfirerange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to X value on hipfire range"
"bot_targeting_noise_x_frac_maxrange","2       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to X value on max range"
"bot_targeting_noise_y_base","60      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise Y value"
"bot_targeting_noise_y_base_solo","15      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise Y value (solo)"
"bot_targeting_noise_y_frac_desiredrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to Y value on desired range"
"bot_targeting_noise_y_frac_hipfirerange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to Y value on hipfire range"
"bot_targeting_noise_y_frac_maxrange","2       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to Y value on max range"
"bot_targeting_noise_z_base","80      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise Z value"
"bot_targeting_noise_z_base_solo","20      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise Z value (solo)"
"bot_targeting_noise_z_frac_desiredrange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to Z value on desired range"
"bot_targeting_noise_z_frac_hipfirerange","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to Z value on hipfire range"
"bot_targeting_noise_z_frac_maxrange","2       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,"The targeting noise frac applied to Z value on max range"
"bot_vis_foliage_threshold","250     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Bots LoS checking against a target < than this will ignore foliage."
"bot_vis_fov_attack_base","90      ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"FOV when the bot is trying to attack"
"bot_vis_fov_frac_easy","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac applied to the FOV if the difficulty is easy"
"bot_vis_fov_frac_hard","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac applied to the FOV if the difficulty is hard"
"bot_vis_fov_frac_impossible","1       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac applied to the FOV if the difficulty is impossible"
"bot_vis_fov_idle_base","150     ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"FOV when the bot is idle/guarding (normal difficulty)"
"bot_vis_recognizetime_base","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Time it takes for bot to recognize a target (normal difficulty)"
"bot_vis_recognizetime_frac_easy","2       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the recognize time if difficulty is easy"
"bot_vis_recognizetime_frac_hard","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the recognize time if difficulty is hard"
"bot_vis_recognizetime_frac_impossible","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,"Frac appplied to the recognize time if difficulty is impossible"
"box","cmd",,,,,,,,,,,,,,,,,,,,"Draw a debug box."
"'-break'","cmd",,,,,,,,,,,,,,,,,,,,""
"'+break'","cmd",,,,,,,,,,,,,,,,,,,,""
"breakable_disable_gib_limit","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,""
"breakable_multiplayer","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,""
"buddha","cmd",,,,,,,,,,,,,,,,,,,,"Toggle.  Player takes damage but won't die. (Shows red cross when health is zero)"
"budget_averages_window","30      ","ARCHIVE",,,,,,,,,,,,,,,,,,,"number of frames to look at when figuring out average frametimes"
"budget_background_alpha","128     ","ARCHIVE",,,,,,,,,,,,,,,,,,,"how translucent the budget panel is"
"budget_bargraph_background_alpha","128     ","ARCHIVE",,,,,,,,,,,,,,,,,,,"how translucent the budget panel is"
"budget_bargraph_range_ms","16      ","ARCHIVE",,,,,,,,,,,,,,,,,,,"budget bargraph range in milliseconds"
"budget_history_numsamplesvisible","100     ","ARCHIVE",,,,,,,,,,,,,,,,,,,"number of samples to draw in the budget history window.  The lower the better as far as rendering overhead of the budget panel"
"budget_history_range_ms","66      ","ARCHIVE",,,,,,,,,,,,,,,,,,,"budget history range in milliseconds"
"budget_panel_bottom_of_history_fraction","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,"number between 0 and 1"
"budget_panel_height","384     ","ARCHIVE",,,,,,,,,,,,,,,,,,,"height in pixels of the budget panel"
"budget_panel_width","512     ","ARCHIVE",,,,,,,,,,,,,,,,,,,"width in pixels of the budget panel"
"budget_panel_x","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,"number of pixels from the left side of the game screen to draw the budget panel"
"budget_panel_y","50      ","ARCHIVE",,,,,,,,,,,,,,,,,,,"number of pixels from the top side of the game screen to draw the budget panel"
"budget_peaks_window","30      ","ARCHIVE",,,,,,,,,,,,,,,,,,,"number of frames to look at when figuring out peak frametimes"
"budget_show_averages","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,"enable/disable averages in the budget panel"
"budget_show_history","1       ","ARCHIVE",,,,,,,,,,,,,,,,,,,"turn history graph off and on. . good to turn off on low end"
"budget_show_peaks","1       ","ARCHIVE",,,,,,,,,,,,,,,,,,,"enable/disable peaks in the budget panel"
"budget_toggle_group","cmd",,,,,,,,,,,,,,,,,,,,"Turn a budget group on/off"
"bug","cmd",,,,,,,,,,,,,,,,,,,,"Show the bug reporting UI."
"bug_swap","cmd",,,,,,,,,,,,,,,,,,,,"Automatically swaps the current weapon for the bug bait and back again."
"bugreporter_console_bytes","15000   ",,,,,,,,,,,,,,,,,,,,"Max # of console bytes to put into bug report body (full text still attached)."
"bugreporter_includebsp","1       ",,,,,,,,,,,,,,,,,,,,"Include .bsp for internal bug submissions."
"bugreporter_snapshot_delay","15      ",,,,,,,,,,,,,,,,,,,,"Frames to delay before taking snapshot"
